RecID,Recipe Name,Chef Name,Recipe Category,Recipe Description,Serving Size (PAX),Portion Size (grams or ounces),Plate Category,Cuisine Type,Cooking Method,Yield (Servings),RecipeImageCategory,Energy(kcal/100g),Fat(g/100g),SatFat(g/100g),Carb(g/100g),Sugar(g/100g),AddedSugar(g/100g),Fiber(g/100g),Protein(g/100g),Sodium(mg/100g),Salt(mg/100g),Cholesterol(g/100g),Vitamin D (g/100g),Calcium (g/100g),Iron(g/100g),Potassium(g/100g),%ofFruitsVegNutsOil,NUTRIGRADE,Celery,Cereals w/ Gluten,Crustaceans,Egg,Fish,Lupin,Milk,Molluscan Shellfish,Mustard,nuts,Peanut,Sesame,Soy,Sulfites,ALLERGENCONTAINS
BRDE-CM-007,Chicken Masala,Brito de Oliveira Porfirio,Meat,Spiced tomato-based chicken masala with rich sauce.,4,390,Main Dish,International,STEWED,1560,"Stewed Poultry (Coq Au Vin, Chicken Curry)",154.21,8.41,2.35,6.19,2.11,0,1.41,15.61,351.19,883.79,0.034,0.001,0.021,0.93,0.235,23.11,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CMS-158,Chicken Meatballs Soup,Brito de Oliveira Porfirio,Soup,"Light chicken soup with homemade chicken meatballs, vegetables and savoury broth.",4,300,Soup Of Day,,STEWED,,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",83.41,2.39,0.63,6.19,2.23,0,1.21,7.35,341.19,86.55,0.23,0.01,0.04,0.73,0.24,44.12,B,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Celery, Cereals w/ Gluten, Egg"
BRDE-CP-001,Chicken Piri-Piri,Brito de Oliveira Porfirio,Meat,"Spicy Portuguese-style grilled chicken marinated with chili, garlic and herbs.",4,350,Main Dish,International,ROAST,1400,Roasted Chicken,165.41,7.23,1.63,0.43,0.12,0,0.13,26.15,433.57,109.39,0.065,0.005,0.012,0.93,0.33,5.71,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CP-007,Chicken Pie,Brito de Oliveira Porfirio,Meat,Baked chicken pie with creamy filling and pastry crust.,4,380,Side Dish,International,WARM,1520,Roasted Chicken,344.21,22.15,12.31,24.19,2.35,0,1.41,18.29,434.12,109.28,0.065,0.0012,0.034,0.0083,0.231,14.21,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cereals w/ Gluten
BRDE-CP-012,Chicken Parmigiano,Brito de Oliveira Porfirio,Meat,Breaded chicken breast topped with tomato sauce and melted cheese.,4,350,Main Dish,International,FRIED,1400,Breaded Chicken,243.11,12.19,3.51,10.41,2.31,0.41,0.81,23.19,434.11,109.28,0.065,0.0012,0.194,1.051,0.351,14.29,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cereals w/ Gluten
BRDE-CP-060,Cheese Pasta,Brito de Oliveira Porfirio,Pasta,Creamy penne pasta with cheddar and parmesan cheese sauce.,4,320,Side Dish,International,WARM,1280,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",384.21,22.15,13.41,30.19,2.51,0,1.41,14.29,351.19,89.19,0.06,0.01,0.28,0.71,0.14,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CP-062,Cream Pasta,Brito de Oliveira Porfirio,Pasta,"Creamy pasta with garlic, cream and parmesan cheese.",4,320,Side Dish,Mediterranean,WARM,1280,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",382.41,22.19,14.29,35.59,2.41,0,1.41,10.29,351.19,883.79,0.071,0.001,0.201,0.71,0.131,5,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CP-074,Cream Potatoes,Brito de Oliveira Porfirio,Rice & Grains,Sliced potatoes baked in cream with cheese.,4,250,Side Dish,International,WARM,1000,Potatoes,124.41,7.41,4.63,14.19,1.19,0,2.19,2.51,241.19,606.95,0.02,0,0.09,0.69,0.94,20,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CP-153,Carrot Pancakes,Brito de Oliveira Porfirio,Vegetables,Savoury carrot pancakes pan-fried until crispy.,4,220,Side Dish,,FRIED,,Vegetarian Dish,184.41,8.51,1.63,20.39,4.19,0,2.93,6.31,241.82,606.45,0.08,0,0.17,1.35,0.36,0.43,C,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Egg"
BRDE-CP-162,Chinese Pork,Brito de Oliveira Porfirio,Meat,Stir-fried pork strips with vegetables and soy-based sauce.,4,330,Main Dish,,STIR FRY,,Stir-Fry Pork,173.41,8.31,1.93,6.19,2.41,0,1.83,15.61,434.55,109.64,0.035,0,0.021,0.0013,0.235,34.48,B,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Fish, Soy"
BRDE-CROB-165,Chicken Roll On Bacon,Brito de Oliveira Porfirio,Meat,hicken breast rolled with bacon and herbs.,4,340,Main Dish,,ROAST,,Roasted Chicken,243.19,12.41,3.93,4.23,0.41,0,0.55,29.19,541.19,1373.95,0.073,0.0012,0.018,0.0013,0.34,5.26,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CS-007,Chicken Stroganoff,Brito de Oliveira Porfirio,Meat,Creamy chicken stroganoff with mushrooms and mild seasoning.,4,350,Main Dish,International,BRAISED,1400,"Stewed Poultry (Coq Au Vin, Chicken Curry)",173.41,8.31,2.51,4.39,1.19,0,0.71,23.19,434.11,109.28,0.065,0.0012,0.012,0.93,0.34,23.19,B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mustard
BRDE-CS-011,Chicken Shawarma,Brito de Oliveira Porfirio,Meat,Middle Eastern spiced roasted chicken served with flatbread.,4,330,Main Dish,International,ROAST,1320,Roasted Chicken,194.41,10.39,2.45,4.24,1.11,0,0.55,24.19,433.33,1093.33,0.065,0.0012,0.015,1.13,0.235,5.56,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CS-012,Chicken Shashlik,Brito de Oliveira Porfirio,Meat,Marinated chicken skewers with vegetables grilled to perfection.,4,330,Side Dish,International,GRILL,1320,Skewers,143.21,3.51,0.83,6.23,2.35,0,1.43,23.19,351.19,883.95,0.065,0.0012,0.015,0.93,0.33,34.21,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CS-079,Chicken Soup,Brito de Oliveira Porfirio,Soup,Classic chicken soup with vegetables and clear broth.,4,260,Soup Of Day,International,WARM,1040,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",55.21,1.42,0.39,6.13,1.85,0,0.93,4.31,351.19,89.21,0.23,0.01,0.02,0.51,0.24,0.25,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celery
BRDE-CS-163,Chicken Steak,Brito de Oliveira Porfirio,Meat,Grilled chicken breast steak lightly seasoned.,4,300,Main Dish,,GRILL,,Grilled Chicken,165.41,3.59,0.93,0.17,0.01,0,0.01,31.19,433.33,109.33,0.085,0.0012,0.012,0.93,0.33,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CS-171,Calamares Stew,Brito de Oliveira Porfirio,Fish & Seafood,"Tender calamari rings stewed with tomato sauce, onion, garlic and herbs.",4,330,Side Dish,,STEWED,,"Shellfish Dishes (Shrimp, Mussels, Clams)",143.19,4.41,0.63,12.19,5.31,0,2.19,14.29,434.48,109.36,0.23,0,0.04,0.93,0.41,0.43,B,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Celery, Fish, Molluscan Shellfish"
BRDE-CSS&C-012,Chicken Stuffed Spinach & Cheese,Brito de Oliveira Porfirio,Meat,"Chicken breast stuffed with spinach and melted cheese, baked until tender.",4,340,Main Dish,International,FRIED,1360,"Cheese-Based Dishes (Gratin, Cheese Pie, Fondue)",174.41,7.39,2.31,0.43,0.08,0,0.11,26.61,433.75,109.38,0.065,0.0012,0.012,0.93,0.33,12.19,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CSWB&T-141,Chicken Steak With Bacon & Tomato,Brito de Oliveira Porfirio,Meat,Grilled chicken breast served with crispy bacon and tomato sauce.,4,340,Main Dish,,GRILL,,Grilled Chicken,194.41,8.31,2.41,4.69,2.19,0,0.61,29.85,433.75,109.34,0.073,0.0014,0.015,1.34,0.43,14.29,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CSWMS-151,Chicken Steak With Mustard Sauce,Brito de Oliveira Porfirio,Meat,Grilled chicken breast steak served with a creamy  mustard sauce.,4,340,Main Dish,,GRILL,,Grilled Chicken,194.41,8.55,2.53,4.24,0.55,0,0.15,30.49,434.59,109.65,0.074,0.0012,0.012,0.93,0.43,0,B,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Celery, Mustard"
BRDE-CSWPS-145,Chicken Satay With Peanut Sauce,Brito de Oliveira Porfirio,Meat,Grilled marinated chicken skewers served with a creamy peanut sauce.,4,330,Main Dish,,GRILL,,Skewers,243.41,14.19,3.53,6.35,1.19,0,0.85,23.55,433.75,109.34,0.065,0.0012,0.015,0.93,0.235,12.5,B,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"Milk, Peanut, Soy"
BRDE-CT-007,Chicken Tortillas,Brito de Oliveira Porfirio,Wraps & Sandwiches,Mexican tortillas filled with seasoned chicken and vegetables.,4,320,Side Dish,International,WARM,1280,Wraps-Tortillas,194.41,6.43,1.23,20.19,2.55,0,2.35,18.29,351.19,88.45,0.035,0.0012,0.032,1.23,0.235,34.21,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-CTWMS-104,Chicken Thigh with Mustard Sauce,Brito de Oliveira Porfirio,Meat,Chicken Thigh with Mustard Sauce,4,340,Main Dish,International,GRILL,1360,Grilled Chicken,194.41,10.53,2.93,2.31,0.41,0,0.11,24.85,241.19,606.95,0.065,0.0012,0.012,0.93,0.24,0,B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mustard
BRDE-CV-079,Curry Vegetables,Brito de Oliveira Porfirio,Vegetables,Mixed vegetables simmered in mild coconut curry sauce.,4,240,Side Dish,International,WARM,960,Vegetarian Dish,54.41,2.51,1.93,7.35,2.55,0,2.23,1.44,233.75,233.75,0,0,0.03,0.63,0.31,80,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Milk
BRDE-ENWV-168,Egg Noodles With Vegetables,Brito de Oliveira Porfirio,Plant-Based,Stir-fried egg noodles with mixed vegetables and soy sauce.,4,320,Side Dish,,STIR FRY,,Stir-Fried Noodles (Asian Style),173.41,4.23,0.63,28.19,4.35,1.25,2.91,5.51,351.19,89.15,0.13,0,0.04,0.93,0.35,63.16,B,0,0,0,1,1,0,0,0,0,0,0,0,1,0,"Egg, Fish, Soy"
BRDE-EP-131,Eggplant Parmigiana,Brito de Oliveira Porfirio,Vegetables,"Baked eggplant layered with tomato sauce, mozzarella and parmesan cheese.",4,330,Side Dish,,BAKE,,Vegetarian Dish,154.21,8.55,2.93,14.19,6.35,0,4.23,5.51,351.19,88.45,0.13,0.01,0.17,0.83,0.94,67.21,B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Egg"
BRDE-FB-111,Fish Burguer,Brito de Oliveira Porfirio,Fish & Seafood,Grilled Fish Burguer patty,4,150,Main Dish,International,GRILL,600,Breaded Fish,165.38,3.41,0.71,0,0,0,0,23.45,45,45,0.046,0.0012,0.012,0.23,0.34,0,B,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Fish"
BRDE-FBF-114,Fried Breaded Fish,Brito de Oliveira Porfirio,Fish & Seafood,Breaded fish  fillet fried until crispy and golden.,4,320,Main Dish,,FRIED,1280,Breaded Fish,234.15,12.31,2.19,10.39,0.55,0,0.63,20.19,351.19,89.19,0.43,0.01,0.12,0.73,0.35,0,C,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Egg, Fish"
BRDE-FBS-130,Fried Breaded Shrimps,Brito de Oliveira Porfirio,Fish & Seafood,Crispy breaded shrimps fried until golden and served hot.,4,220,Side Dish,,DEEP FRIED,,"Shellfish Dishes (Shrimp, Mussels, Clams)",294.41,17.39,2.51,14.19,0.61,0,0.61,20.39,433.33,1097.5,0.13,0.0013,0.13,1.19,0.24,0,D,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Crustaceans, Egg, Fish"
BRDE-FC-054,Fish Curry,Brito de Oliveira Porfirio,Fish & Seafood,Fish pieces simmered in aromatic coconut curry sauce.,4,330,Main Dish,International,WARM,1320,Fish Dishes (General),154.21,7.39,5.31,4.23,0.41,0,0.21,20.19,351.19,883.95,0.43,0.0012,0.017,0.63,0.43,10,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Fish, Milk"
BRDE-FC-095,Fried Calamari,Brito de Oliveira Porfirio,Fish & Seafood,Crispy fried squid rings coated in seasoned flour.,4,250,Side Dish,International,DEEP FRIED,1000,"Shellfish Dishes (Shrimp, Mussels, Clams)",294.41,15.61,2.31,20.39,0.51,0,0.71,14.19,351.19,89.29,0.23,0.01,0.17,0.93,0.24,0,D,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Cereals w/ Gluten, Fish, Molluscan Shellfish"
BRDE-FC-120,Fried Calamares,Brito de Oliveira Porfirio,Fish & Seafood,Crispy fried calamari rings coated in seasoned flour.,4,250,Side Dish,,DEEP FRIED,,Baked Fish Fillet,294.12,17.41,2.55,14.19,0.51,0,0.71,14.29,351.19,89.29,0.23,0,0.04,0.73,0.22,0,D,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Cereals w/ Gluten, Fish, Molluscan Shellfish"
BRDE-FF-052,Fried Fish,Brito de Oliveira Porfirio,Fish & Seafood,Crispy fried fillet coated lightly with flour.,4,320,Main Dish,International,FRIED,1280,Baked Fish Fillet,233.41,12.19,1.83,6.31,0,0,0,20.51,433.75,1093.75,0.065,0.0013,0.023,0.63,0.43,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-FF-078,French Fries,Brito de Oliveira Porfirio,Potatoes,Crispy deep fried potato sticks,4,250,Side Dish,International,DEEP FRIED,1000,French Fries,225,12,1.8,25,0.5,0,2.5,2.5,350,350,0,0,0.01,0.5,0.6,20,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-FF-138,Fried Frikandel,Brito de Oliveira Porfirio,Meat,Dutch-style minced meat sausage fried,4,220,Side Dish,,DEEP FRIED,,Street Food,344.21,26.19,8.35,10.41,2.51,1.89,0.71,14.19,541.19,136.55,0.35,0.01,0.13,1.21,0.42,5.12,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-FF-174,Fish Fingers,Brito de Oliveira Porfirio,Fish & Seafood,Breaded fish fillet strips fried until golden,4,300,Side Dish,,FRIED,,Breaded Fish,234.15,12.31,1.83,14.19,0.51,0,0.71,18.39,351.19,88,0.36,0.0012,0.038,0.73,0.34,0,C,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Egg, Fish"
BRDE-FG-056,Fish Gratin,Brito de Oliveira Porfirio,Fish & Seafood,Fish baked with cream and Gruyère cheese until golden.,4,340,Main Dish,International,GRATED,1360,Baked Fish Fillet,224.15,14.29,9.19,2.51,0.51,0,0,20.39,351.19,89.29,0.43,0.01,0.19,0.63,0.35,0,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-FG-115,Fish Gratin,Brito de Oliveira Porfirio,Fish & Seafood,Fish fillet baked with cream and cheese until golden.,4,340,Main Dish,,BAKE,,Baked Fish Fillet,223.45,14.21,8.51,4.39,0.41,0,0.21,23.19,351.19,88.29,0.59,0.0012,0.17,0.73,0.43,5.26,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-FOS-079,French Onion Soup,Brito de Oliveira Porfirio,Soup,Classic French soup made with caramelized onions and beef broth.,4,260,Soup Of Day,International,WARM,1040,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",124.41,7.35,4.23,12.19,4.23,0,1.69,4.35,434.62,109.65,0.15,0,0.19,0.85,0.24,20,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Celery, Cereals w/ Gluten"
BRDE-FW-121,Fried Wedges,Brito de Oliveira Porfirio,Potatoes,Crispy fried potato wedges,4,250,Side Dish,,FRIED,,Potatoes,244.41,14.29,2.05,24.19,0.71,0,2.35,2.51,351.19,89.45,0,0,0.03,0.65,0.59,20,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-GC-176,Grilled Cauliflower,Brito de Oliveira Porfirio,Vegetables,"Cauliflower florets grilled with olive oil, garlic and herbs",4,220,Side Dish,,GRILL,,Roasted Vegetables,25,0.5,0.1,5,1.5,0,2,2,50,125,0,0,0.02,0.2,0.4,90,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-GCT-123,Grilled Chicken Thigh,Brito de Oliveira Porfirio,Meat,Boneless chicken thigh grilled ,4,320,Main Dish,,GRILL,,Grilled Chicken,165.38,8.19,2.25,0.17,0.01,0,0.01,24.83,433.75,109.38,0.065,0.0012,0.012,0.93,0.24,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-GF-051,Grill Fish,Brito de Oliveira Porfirio,Fish & Seafood,Fresh fish fillet grilled with simple herbs and olive oil.,4,320,Main Dish,International,GRILL,1280,Grilled Fish,143.88,3.55,0.63,0,0,0,0,26.38,63.19,158.98,0.065,0.0004,0.012,0.0035,0.41,0,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-GFWB-159,Grill Fish With Broccoli,Brito de Oliveira Porfirio,Fish & Seafood,Grilled fish fillet served with steamed broccoli and light seasoning.,4,330,Main Dish,,GRILL,,Fish Dishes (General),143.19,3.41,0.63,4.19,1.71,0,2.31,23.55,241.19,606.91,0.06,0.0004,0.03,0.93,0.54,44.44,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-GFWCS-169,Grilled Fish With Cashew Sauce,Brito de Oliveira Porfirio,Fish & Seafood,Grilled fish fillet served with creamy cashew sauce and light seasoning.,4,340,Main Dish,,GRILL,,Grilled Fish,173.41,7.55,1.23,0.33,0.03,0,0,20.85,433.75,109.34,0.046,0.0012,0.012,0.0013,0.43,0,B,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"Fish, Milk, nuts"
BRDE-GP-058,Garlic Prawns,Brito de Oliveira Porfirio,Fish & Seafood,"King prawns sautéed with garlic, olive oil and parsley.",4,280,Side Dish,International,WARM,1120,"Shellfish Dishes (Shrimp, Mussels, Clams)",144.41,6.53,0.93,2.35,0.21,0,0.25,20.19,351.19,883.13,0.12,0.0014,0.04,0.53,0.24,10.31,B,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Crustaceans, Fish"
BRDE-GP-074,German Potatoes,Brito de Oliveira Porfirio,Rice & Grains,Pan fried potatoes with onion and parsley.,4,250,Side Dish,International,FRIED,1000,Potatoes,154.21,3.41,2.23,26.44,1.41,0,2.45,2.51,245.91,620.19,0.01,0,0.02,0.65,0.73,80,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-GPFWMAPS-155,Grilled Pork Fillet With Mushrooms And Pepper Sauce,Brito de Oliveira Porfirio,Meat,Grilled pork tenderloin served with sautéed mushrooms and creamy pepper sauce.,4,350,Main Dish,,SAUTÉ,,Grilled Pork,243.41,14.19,6.35,4.21,1.19,0,0.51,26.39,434.79,109.35,0.073,0.0014,0.012,0.0017,0.043,12.5,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celery
BRDE-GPLWSSS-119,Grilled Pork Loin With Sweet Soya Sauce,Brito de Oliveira Porfirio,Meat,Grilled pork loin served with sweet soy-based sauce.,4,320,Main Dish,,GRILL,,Grilled Pork,245.41,12.19,4.23,4.35,2.19,1.19,0.35,29.41,541.19,137.19,0.081,0.0004,0.021,0.0019,0.43,5.19,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-GPS-079,Green Peas Soup,Brito de Oliveira Porfirio,Soup,Creamy soup made from green peas and vegetable stock.,4,250,Soup Of Day,International,WARM,1000,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",83.19,2.31,1.44,12.19,4.55,0,4.33,3.95,104.71,262.68,0.01,0,0.03,0.93,0.24,80,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celery
BRDE-GPS-105,Garlic Pork Steak,Brito de Oliveira Porfirio,Meat,Grilled pork steak with garlic seasoning.,4,330,Main Dish,International,GRILL,1320,Grilled Pork,216.41,12.19,3.51,0.26,0.01,0,0.01,26.55,444.11,112.03,0.073,0.0014,0.007,0.012,0.36,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-GV-091,Grill Vegetables,Brito de Oliveira Porfirio,Vegetables,Mixed vegetables grilled with olive oil and herbs.,4,220,Side Dish,International,GRILL,880,Vegetable Stir-Fry,37.44,0.93,0.13,6.35,3.99,0,1.83,1.45,12.71,12.71,0,0,0.032,0.43,0.31,100,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Egg
BRDE-H-107,Hamburger,Brito de Oliveira Porfirio,Burger,Grilled beef burger served in a bun with basic toppings.,4,300,Main Dish,International,GRILL,\1200,Street Food,243.19,12.31,4.23,24.19,4.53,2.11,2.35,16.49,351.19,88.41,0.35,0.01,0.17,2.31,0.43,23.19,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sesame
BRDE-IS-152,Italian Sausages,Brito de Oliveira Porfirio,Meat,Grilled Italian sausages served with herbs and light seasoning.,4,300,Side Dish,,GRILL,,Street Food,314.29,26.43,9.29,4.29,0.57,0,0.29,20.71,550,137.5,0.057,0.005,0.021,1.43,0.357,2.14,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-LC-050,Lamb Curry,Brito de Oliveira Porfirio,Meat,Slow-cooked lamb curry with aromatic spices and rich sauce.,4,340,Main Dish,International,STEWED,1360,Lamb Stew,243.12,17.41,12.19,8.23,2.51,0,1.21,20.15,351.19,883.79,0.065,0.0012,0.021,0.0025,0.351,0.23,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Milk
BRDE-LKK-049,Lamb Kofta Kebab,Brito de Oliveira Porfirio,Meat,Middle Eastern spiced minced lamb skewers grilled until juicy.,4,320,Main Dish,International,GRILL,1280,Skewers,243.11,17.41,6.23,0.41,0.04,0,0.11,23.19,351.19,89.01,0.068,0.0003,0.011,0.0025,0.033,0.03,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-MF-055,Mediterranean Fish,Brito de Oliveira Porfirio,Fish & Seafood,"Baked fish with tomatoes, olives and Mediterranean herbs.",4,330,Main Dish,International,FRIED,1320,Baked Fish Fillet,174.41,6.53,1.21,0.43,0.12,0,0.12,20.55,241.19,606.91,0.05,0,0.02,0.65,0.43,15.19,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-MLWTS-148,Meat Loaf With Tomato Sauce,Brito de Oliveira Porfirio,Meat,Baked ground beef meat loaf served with tomato sauce.,4,340,Main Dish,,BAKE,,"Stewed Beef (Goulash, Beef Bourguignon)",243.41,14.29,5.23,12.19,4.35,2.51,1.21,20.55,434.12,109.28,0.56,0.01,0.17,2.35,0.63,14.29,C,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Cereals w/ Gluten, Egg"
BRDE-MP-074,Mash Potatoes,Brito de Oliveira Porfirio,Rice & Grains,Smooth mashed potatoes with butter and milk.,4,250,Side Dish,International,WARM,1000,Potatoes,86.59,2.42,1.53,16.53,0.71,0,1.83,1.71,11.11,11.11,0.01,0,0.01,0.45,0.52,0,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Milk
BRDE-MS-079,Minestrone Soup,Brito de Oliveira Porfirio,Soup,Italian vegetable soup with pasta and beans.,4,260,Soup Of Day,International,WARM,1040,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",83.19,0.64,0.11,16.41,4.23,0,2.55,2.93,24.51,6.13,0,0,0.04,0.93,0.36,80,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-OB-027,Oyster Beef,Brito de Oliveira Porfirio,Meat,Stir-fried beef in savory oyster sauce.,4,320,Main Dish,International,WARM,1280,Stir-Fry Beef,173.41,7.31,1.51,6.19,1.41,0.35,1.69,23.19,541.19,137.25,0.051,0.0012,0.021,0.0025,0.351,23.45,B,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Fish, Soy"
BRDE-OS-079,Oxtail Soup,Brito de Oliveira Porfirio,Soup,Rich soup made with slow simmered beef oxtail and vegetables.,4,300,Soup Of Day,International,WARM,1200,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",143.21,8.45,2.53,6.21,1.35,0,0.85,10.31,351.19,883.79,0.034,0.0012,0.023,0.0023,0.235,23.11,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celery
BRDE-OS-106,Oriental Spaghetti,Brito de Oliveira Porfirio,Pasta,Spaghetti stir fried with vegetables and soy-based sauce.,4,320,Side Dish,International,FRIED,1280,Stir-Fried Noodles (Asian Style),184.21,4.23,0.63,30.41,2.51,0,2.31,4.39,351.19,88.35,0,0,0.02,0.73,0.24,23.45,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-OTIWS-156,Ox Tongue In White Sauce,Brito de Oliveira Porfirio,Meat,Tender ox tongue served with creamy white sauce.,4,340,Side Dish,,BOIL,,"Stewed Beef (Goulash, Beef Bourguignon)",245.12,17.35,10.92,6.21,3.45,0,0.85,20.15,351.19,88.29,0.065,0.0012,0.022,0.0025,0.35,15.67,B,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Celery, Milk"
BRDE-PA-062,Pasta Arrabbiata,Brito de Oliveira Porfirio,Pasta,Penne pasta with spicy tomato sauce and chili.,4,300,Side Dish,International,WARM,1200,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",173.41,4.23,0.63,28.15,4.35,0,2.41,4.39,251.19,630.48,0,0,0.02,0.85,0.36,20,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PA-066,Pasta Arrabbiata,Brito de Oliveira Porfirio,Pasta,Penne pasta with spicy tomato sauce and chili.,4,300,Side Dish,International,WARM,1200,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",173.41,4.23,0.63,28.15,4.35,0,2.41,4.51,251.19,633.98,0,0,0.02,0.85,0.36,20,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PA-096,Pasta Alfredo,Brito de Oliveira Porfirio,Pasta,Fettuccine pasta in creamy butter and parmesan sauce.,4,320,Side Dish,International,WARM,1280,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",382.41,26.19,16.51,24.39,1.41,0,1.19,9.31,434.38,109.09,0.07,0.01,0.17,0.71,0.14,0,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cereals w/ Gluten
BRDE-PAEO-062,Pasta Aglio e Olio,Brito de Oliveira Porfirio,Pasta,"Spaghetti with garlic, olive oil and chili flakes.",4,300,Side Dish,International,WARM,1200,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",384.21,14.11,2.03,55.67,2.31,0,2.51,9.31,3.41,8.53,0,0,0.02,0.71,0.23,10.23,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
